customer_id,gender,age
373318,F,21
523405,F,21
195237,F,21
564680,F,21
147585,F,21
412705,F,21
660326,F,21
187247,F,21
586026,F,21
773983,F,21
913355,F,21
688276,F,21
723658,F,21
760811,F,21
631163,F,21
296640,F,21
36700,F,21
370623,F,21
59732,F,21
997631,F,21
341230,F,21
14620,F,21
254937,F,21
788820,F,21
382919,F,21
786722,F,21
608542,F,21
190587,F,21
670820,F,21
137276,F,21
127845,F,21
606460,F,21
125453,F,21
430024,F,21
567098,F,21
62806,F,21
638841,F,21
654298,F,21
589077,F,21
802257,F,21
183575,F,21
599443,F,21
467082,F,21
697041,F,21
485254,F,21
446723,F,21
700014,F,22
785838,F,22
992554,F,22
650908,F,22
525266,F,22
431000,F,22
441721,F,22
527867,F,22
340073,F,22
890523,F,22
694154,F,22
737025,F,22
124247,F,22
292194,F,22
23775,F,22
32289,F,22
767115,F,22
612705,F,22
295299,F,22
327237,F,22
456650,F,22
515907,F,22
776322,F,22
380164,F,22
916019,F,22
964848,F,22
874538,F,22
860819,F,22
569221,F,22
539882,F,22
4520,F,22
408165,F,22
157745,F,22
107118,F,22
512239,F,22
13710,F,22
571211,F,22
977172,F,22
147294,F,22
812643,F,22
886190,F,22
889549,F,22
779933,F,22
613046,F,22
680874,F,22
265659,F,22
605957,F,22
280473,F,22
443490,F,22
482579,F,22
849749,F,22
642005,F,22
919004,F,22
843961,F,22
428206,F,22
287606,F,22
495695,F,22
289235,F,22
72595,F,22
245130,F,22
962306,F,22
346877,F,22
321956,F,22
504426,F,22
805,F,22
628231,F,22
617293,F,22
714552,F,22
15087,F,22
601005,F,22
928379,F,22
711978,F,22
531578,F,22
912044,F,22
279290,F,22
965246,F,22
991464,F,22
778249,F,22
137163,F,22
114262,F,22
155325,F,22
295340,F,22
341088,F,22
822975,F,22
424922,F,22
618539,F,22
201683,F,22
454679,F,22
275637,F,22
433608,F,22
565866,F,22
114855,F,22
239879,F,22
921998,F,22
764975,F,22
843856,F,22
342693,F,22
206025,F,22
582924,F,22
290927,F,22
862487,F,22
308909,F,22
489625,F,22
667670,F,22
654979,F,22
266070,F,22
123631,F,22
248022,F,22
816053,F,22
683890,F,23
957553,F,23
823911,F,23
538176,F,23
327130,F,23
447543,F,23
112528,F,23
736512,F,23
427180,F,23
329895,F,23
951176,F,23
205518,F,23
977041,F,23
270058,F,23
924780,F,23
999060,F,23
806000,F,23
591382,F,23
395563,F,23
333110,F,23
644514,F,23
588750,F,23
178028,F,23
318914,F,23
686493,F,23
687305,F,23
976308,F,23
627033,F,23
154204,F,23
333969,F,23
515501,F,23
212240,F,23
440070,F,23
427598,F,23
762062,F,23
238266,F,23
47946,F,23
919863,F,23
801212,F,23
144652,F,23
949035,F,23
804949,F,23
414461,F,23
297519,F,23
538227,F,23
534422,F,23
678126,F,23
294772,F,23
877079,F,23
975464,F,23
96746,F,23
898084,F,23
188339,F,23
736927,F,23
324300,F,23
794472,F,23
128398,F,23
376426,F,23
811949,F,23
672551,F,23
25172,F,23
362354,F,23
866972,F,23
54221,F,23
779199,F,23
76999,F,23
689325,F,23
116237,F,23
294362,F,23
286519,F,23
424747,F,23
578517,F,23
625334,F,23
86139,F,23
59581,F,23
602041,F,23
949040,F,23
472235,F,23
910573,F,23
694408,F,23
581067,F,23
526609,F,23
357891,F,23
119571,F,23
802046,F,23
557513,F,23
270093,F,23
418430,F,23
632559,F,23
785840,F,23
40459,F,23
663059,F,23
203933,F,23
76243,F,23
434163,F,23
790229,F,23
172632,F,23
442670,F,23
813885,F,23
231467,F,23
246677,F,23
793829,F,23
40302,F,23
261738,F,23
178843,F,23
957882,F,23
360948,F,23
266768,F,23
233133,F,23
862423,F,23
650361,F,23
220057,F,23
862919,F,23
78691,F,23
504873,F,23
787206,F,23
352472,F,23
165489,F,23
605236,F,23
75266,F,23
562326,F,23
600434,F,23
80618,F,23
591484,F,23
460291,F,23
153754,F,23
186777,F,23
634845,F,23
284925,F,23
494692,F,23
819903,F,23
493491,F,23
596856,F,23
86141,F,23
978369,F,23
175833,F,23
163093,F,23
890068,F,23
760077,F,23
650942,F,23
660115,F,23
401163,F,23
442247,F,23
132269,F,23
248984,F,23
598579,F,23
886430,F,23
719615,F,23
811018,F,23
570985,F,23
769512,F,23
454397,F,24
413781,F,24
502862,F,24
863665,F,24
152956,F,24
150797,F,24
20548,F,24
889760,F,24
158442,F,24
147835,F,24
720063,F,24
936906,F,24
469762,F,24
113896,F,24
166713,F,24
571222,F,24
599910,F,24
50909,F,24
402420,F,24
16773,F,24
395126,F,24
332950,F,24
869429,F,24
133796,F,24
116142,F,24
219393,F,24
227058,F,24
63439,F,24
640233,F,24
870320,F,24
264721,F,24
723692,F,24
543481,F,24
363232,F,24
727527,F,24
913380,F,24
399577,F,24
32186,F,24
812916,F,24
368477,F,24
426084,F,24
221180,F,24
625205,F,24
142238,F,24
718830,F,24
736267,F,24
972103,F,24
526016,F,24
575894,F,24
889766,F,24
130151,F,24
750917,F,24
299631,F,24
830511,F,24
686363,F,24
364098,F,24
477544,F,24
425336,F,24
571747,F,24
185130,F,24
315532,F,24
736849,F,24
344471,F,24
667067,F,24
987222,F,24
343432,F,24
49683,F,24
528944,F,24
740579,F,24
619423,F,24
289594,F,24
255380,F,24
977335,F,24
363187,F,24
332404,F,24
763998,F,24
328050,F,24
506841,F,24
429400,F,24
164174,F,24
361855,F,24
614476,F,24
997504,F,24
500859,F,24
318122,F,24
806651,F,24
838555,F,24
784389,F,24
780848,F,24
662707,F,24
186370,F,24
191118,F,24
923609,F,24
92546,F,24
907674,F,24
929105,F,24
931229,F,24
321946,F,24
414331,F,24
606190,F,24
371011,F,24
209470,F,24
558191,F,24
273880,F,24
514382,F,24
435909,F,24
384080,F,24
347217,F,24
913843,F,24
229889,F,24
258508,F,24
4216,F,24
571839,F,24
874165,F,24
865245,F,24
991785,F,24
628961,F,24
865509,F,24
295967,F,24
937745,F,24
602122,F,24
871196,F,24
165870,F,24
838745,F,24
323770,F,24
484429,F,24
670182,F,24
230115,F,24
27740,F,24
762815,F,24
681469,F,24
246823,F,24
869624,F,24
615814,F,24
66913,F,24
803724,F,24
556893,F,24
67454,F,24
206033,F,24
804249,F,24
100056,F,24
298680,F,24
966096,F,24
736332,F,24
158535,F,24
584954,F,24
69641,F,24
91181,F,24
300426,F,24
617408,F,24
247409,F,24
84576,F,24
47213,F,24
976434,F,24
863721,F,24
996251,F,24
443058,F,24
788345,F,24
578266,F,24
185008,F,24
23422,F,24
311659,F,24
76493,F,24
661825,F,24
202948,F,24
168261,F,24
446390,F,24
434900,F,24
107851,F,24
267381,F,24
363865,F,24
774122,F,24
157279,F,24
260325,F,24
452121,F,24
841477,F,24
559820,F,24
216738,F,24
918911,F,24
873667,F,24
810454,F,24
286097,F,24
23874,F,24
976779,F,24
728058,F,24
205692,F,24
606219,F,24
321746,F,24
143898,F,24
645785,F,24
591677,F,24
77653,F,24
819669,F,24
440501,F,24
684906,F,24
231832,F,24
639390,F,24
160234,F,24
639355,F,24
491692,F,24
667397,F,24
485855,F,24
655505,F,24
229072,F,24
834496,F,24
387517,F,24
703678,F,24
344289,F,24
984179,F,24
640679,F,24
285997,F,24
836565,F,24
956415,F,24
893914,F,24
960465,F,24
963982,F,24
242861,F,24
555573,F,24
791503,F,24
476511,F,24
828101,F,24
17631,F,24
91862,F,24
400210,F,24
296274,F,24
199221,F,24
879747,F,24
323885,F,24
346509,F,24
832234,F,24
11967,F,24
363497,F,24
248642,F,24
710203,F,24
510831,F,24
115919,F,24
799360,F,24
338452,F,24
211540,F,24
146917,F,24
715007,F,25
759618,F,25
315965,F,25
840218,F,25
491767,F,25
364688,F,25
436631,F,25
179621,F,25
865635,F,25
995409,F,25
318034,F,25
548251,F,25
857132,F,25
659472,F,25
614214,F,25
981477,F,25
93727,F,25
467454,F,25
940827,F,25
76865,F,25
897500,F,25
302628,F,25
115834,F,25
412952,F,25
520514,F,25
252310,F,25
298646,F,25
889473,F,25
441001,F,25
108780,F,25
218553,F,25
779023,F,25
284408,F,25
926372,F,25
219428,F,25
841653,F,25
612461,F,25
207345,F,25
940953,F,25
725501,F,25
439761,F,25
302201,F,25
834413,F,25
507914,F,25
726314,F,25
412879,F,25
50078,F,25
209846,F,25
498941,F,25
323336,F,25
120957,F,25
85816,F,25
540889,F,25
594712,F,25
912846,F,25
707129,F,25
366991,F,25
221489,F,25
746955,F,25
183652,F,25
702171,F,25
749036,F,25
492215,F,25
8573,F,25
809089,F,25
429760,F,25
799099,F,25
165261,F,25
864110,F,25
367772,F,25
207131,F,25
792110,F,25
526015,F,25
908411,F,25
247314,F,25
255821,F,25
74232,F,25
44362,F,25
790961,F,25
745114,F,25
498745,F,25
344410,F,25
881476,F,25
3061,F,25
785511,F,25
922566,F,25
455411,F,25
534874,F,25
453446,F,25
33505,F,25
827373,F,25
474763,F,25
541804,F,25
354783,F,25
269060,F,25
503766,F,25
648312,F,25
829852,F,25
934891,F,25
477335,F,25
427134,F,25
565006,F,25
984695,F,25
756987,F,25
791963,F,25
454662,F,25
217956,F,25
625159,F,25
844822,F,25
17107,F,25
949833,F,25
350924,F,25
709546,F,25
209488,F,25
6019,F,25
141665,F,25
769888,F,25
186570,F,25
806827,F,25
141257,F,25
157295,F,25
142313,F,25
391734,F,25
802611,F,25
127830,F,25
727732,F,25
382711,F,25
631998,F,25
745814,F,25
974517,F,25
171318,F,25
316527,F,25
858747,F,25
579476,F,25
320878,F,25
20479,F,25
360104,F,25
213752,F,25
964811,F,25
798442,F,25
39679,F,25
276243,F,25
891966,F,25
549949,F,25
211475,F,25
571082,F,25
239792,F,25
457107,F,25
680757,F,25
408988,F,25
882489,F,25
874791,F,25
681142,F,25
439045,F,25
685009,F,25
237645,F,25
249112,F,25
751986,F,25
391693,F,25
777305,F,25
875538,F,25
25224,F,25
955044,F,25
178230,F,25
362399,F,25
479286,F,25
42786,F,25
247217,F,25
19788,F,25
568910,F,25
272853,F,25
964822,F,25
451145,F,25
373621,F,25
384960,F,25
736645,F,25
485952,F,25
143831,F,25
174780,F,25
103767,F,25
664941,F,25
991951,F,25
452422,F,25
339733,F,25
919046,F,25
154244,F,25
572438,F,25
347194,F,25
639441,F,25
447353,F,25
749763,F,25
884805,F,25
347701,F,25
677514,F,25
497283,F,25
753577,F,25
804737,F,25
606814,F,25
142978,F,25
343223,F,25
433323,F,25
153942,F,25
965002,F,25
944703,F,25
459963,F,25
34554,F,25
977329,F,25
666153,F,25
789128,F,25
667672,F,25
305095,F,25
826318,F,25
244105,F,25
951909,F,25
367650,F,25
222791,F,25
312845,F,25
649658,F,25
587738,F,25
101951,F,25
208326,F,25
432760,F,25
458370,F,25
144687,F,25
82649,F,25
64736,F,25
28556,F,25
943853,F,25
580523,F,25
984035,F,25
767846,F,25
615272,F,25
237897,F,25
268117,F,25
529440,F,25
171187,F,25
330807,F,25
11900,F,25
19557,F,25
324095,F,25
432256,F,25
334184,F,25
606294,F,25
666391,F,25
499634,F,25
261998,F,25
573764,F,25
238962,F,25
350321,F,25
568326,F,25
964698,F,25
753180,F,25
990521,F,25
499665,F,25
243645,F,25
830230,F,25
504746,F,25
154981,F,25
75926,F,25
528797,F,25
284922,F,25
808860,F,25
723259,F,25
591015,F,25
767202,F,25
377995,F,25
17271,F,25
288613,F,25
280990,F,25
993854,F,25
530162,F,25
739035,F,25
748542,F,25
663473,F,25
768065,F,25
381367,F,25
66473,F,25
998743,F,25
563609,F,25
294374,F,25
196384,F,25
905335,F,25
985997,F,25
772201,F,25
787643,F,25
225875,F,25
21884,F,25
751855,F,26
253137,F,26
891691,F,26
112899,F,26
509082,F,26
482833,F,26
530506,F,26
888333,F,26
553658,F,26
796687,F,26
356423,F,26
686417,F,26
953271,F,26
809780,F,26
99559,F,26
695454,F,26
857920,F,26
540751,F,26
730680,F,26
688319,F,26
779129,F,26
809632,F,26
833566,F,26
432114,F,26
608055,F,26
356027,F,26
359756,F,26
627145,F,26
332961,F,26
83434,F,26
724300,F,26
850810,F,26
984801,F,26
456658,F,26
552494,F,26
103438,F,26
830438,F,26
450758,F,26
760198,F,26
57827,F,26
552020,F,26
825491,F,26
829652,F,26
928132,F,26
840684,F,26
406258,F,26
178133,F,26
618469,F,26
493810,F,26
564570,F,26
735554,F,26
762717,F,26
622301,F,26
199795,F,26
574218,F,26
195317,F,26
870048,F,26
136341,F,26
870627,F,26
934731,F,26
406992,F,26
413834,F,26
50677,F,26
24650,F,26
420002,F,26
809068,F,26
133584,F,26
875378,F,26
773933,F,26
869873,F,26
616037,F,26
398211,F,26
196242,F,26
582355,F,26
665901,F,26
353031,F,26
107050,F,26
756417,F,26
191770,F,26
212394,F,26
467531,F,26
419879,F,26
924301,F,26
59651,F,26
332549,F,26
350563,F,26
515196,F,26
134668,F,26
48453,F,26
583497,F,26
883420,F,26
502796,F,26
200719,F,26
839404,F,26
276365,F,26
597826,F,26
681089,F,26
427380,F,26
327545,F,26
452413,F,26
876091,F,26
623499,F,26
487225,F,26
868587,F,26
613635,F,26
447500,F,26
82882,F,26
287403,F,26
38054,F,26
541550,F,26
379713,F,26
596613,F,26
167017,F,26
766770,F,26
976124,F,26
230687,F,26
213912,F,26
775183,F,26
442044,F,26
188056,F,26
885339,F,26
991715,F,26
963359,F,26
729211,F,26
509868,F,26
315212,F,26
166326,F,26
727046,F,26
815704,F,26
138137,F,26
259979,F,26
290122,F,26
452167,F,26
798245,F,26
538484,F,26
283954,F,26
467965,F,26
49970,F,26
817586,F,26
611033,F,26
88218,F,26
5719,F,26
889959,F,26
976392,F,26
642591,F,26
546235,F,26
868737,F,26
440902,F,26
998284,F,26
93061,F,26
851689,F,26
856216,F,26
294304,F,26
776618,F,26
712916,F,26
557418,F,26
396367,F,26
6930,F,26
57286,F,26
77441,F,26
658163,F,26
692201,F,26
395507,F,26
342196,F,26
316105,F,26
171252,F,26
985917,F,26
192800,F,26
687808,F,26
534361,F,26
279919,F,26
726590,F,26
949485,F,26
204432,F,26
596676,F,26
306,F,26
844852,F,26
197004,F,26
933635,F,26
295629,F,26
270840,F,26
993421,F,26
556885,F,26
543291,F,26
639021,F,26
135705,F,26
440320,F,26
897469,F,26
259556,F,26
353730,F,26
583880,F,26
997379,F,26
273305,F,26
36433,F,26
25964,F,26
56976,F,26
531318,F,26
128223,F,26
547473,F,26
337151,F,26
170560,F,26
165186,F,26
479620,F,26
342637,F,26
735836,F,26
529700,F,26
545382,F,26
734449,F,26
2138,F,26
368129,F,26
236258,F,26
864249,F,26
128415,F,26
609753,F,26
674647,F,26
89008,F,26
952737,F,26
723253,F,26
526405,F,26
533759,F,26
713715,F,26
624580,F,26
203367,F,26
795813,F,26
281400,F,26
408460,F,26
907192,F,26
900213,F,26
705446,F,26
786024,F,26
375713,F,26
196866,F,26
682944,F,26
791462,F,26
28867,F,26
985173,F,26
838008,F,26
300099,F,26
946661,F,26
364862,F,26
296532,F,26
524537,F,26
29550,F,26
216500,F,26
297468,F,26
439271,F,26
373666,F,26
676671,F,26
822745,F,26
151713,F,26
106170,F,26
691054,F,26
303018,F,26
840831,F,26
163548,F,26
501090,F,26
866533,F,26
51737,F,26
633020,F,26
168023,F,26
928334,F,26
345899,F,26
43537,F,26
852312,F,26
434966,F,26
957328,F,26
795638,F,26
137202,F,26
857101,F,26
250808,F,26
462874,F,26
305323,F,26
197015,F,26
954842,F,26
13707,F,26
559009,F,26
872829,F,26
180535,F,26
499274,F,26
390794,F,26
365038,F,26
698157,F,26
496502,F,26
530461,F,26
586594,F,26
766943,F,26
638140,F,26
178693,F,26
21808,F,26
543672,F,26
421857,F,26
313397,F,26
390786,F,26
815709,F,26
711506,F,26
611588,F,26
600121,F,26
719153,F,26
39790,F,26
606310,F,26
744521,F,26
220111,F,26
706710,F,26
22814,F,26
122203,F,26
304455,F,26
664500,F,26
322976,F,26
627773,F,26
827020,F,26
669342,F,26
478022,F,26
962388,F,26
824384,F,26
152104,F,26
405895,F,26
542121,F,26
578316,F,26
125976,F,26
202018,F,26
217905,F,26
434504,F,26
650175,F,26
931177,F,26
328082,F,26
726892,F,26
795540,F,26
74199,F,26
225983,F,26
110475,F,26
468649,F,26
366886,F,26
877307,F,26
285067,F,26
705544,F,26
751847,F,26
906222,F,26
973436,F,26
776658,F,26
901244,F,26
561243,F,26
635516,F,26
361661,F,26
926594,F,26
77092,F,26
508018,F,26
180340,F,26
973308,F,26
475162,F,26
915710,F,26
380734,F,26
3460,F,26
881695,F,26
561942,F,26
363669,F,26
442968,F,26
195041,F,26
913989,F,26
316103,F,26
738462,F,26
515871,F,26
129729,F,26
717995,F,26
92856,F,26
101824,F,26
263100,F,26
607423,F,26
462948,F,26
566433,F,26
200465,F,26
344946,F,26
369250,F,26
131258,F,27
245903,F,27
639586,F,27
211523,F,27
213667,F,27
140246,F,27
794458,F,27
790329,F,27
395872,F,27
157096,F,27
222276,F,27
314014,F,27
19188,F,27
531904,F,27
711684,F,27
525268,F,27
543696,F,27
26499,F,27
604878,F,27
178393,F,27
440336,F,27
130340,F,27
175572,F,27
187787,F,27
857412,F,27
406670,F,27
321438,F,27
716919,F,27
858959,F,27
810173,F,27
870216,F,27
431585,F,27
710990,F,27
301703,F,27
246812,F,27
179127,F,27
310678,F,27
984742,F,27
186001,F,27
957481,F,27
590263,F,27
787683,F,27
756103,F,27
464279,F,27
517623,F,27
893255,F,27
656027,F,27
681310,F,27
278113,F,27
509623,F,27
247364,F,27
36841,F,27
85971,F,27
208551,F,27
484344,F,27
465959,F,27
7082,F,27
263181,F,27
44607,F,27
369802,F,27
58516,F,27
155410,F,27
770305,F,27
667744,F,27
774858,F,27
640982,F,27
570067,F,27
157825,F,27
614675,F,27
259080,F,27
265789,F,27
318089,F,27
438982,F,27
485795,F,27
32315,F,27
729241,F,27
236206,F,27
294184,F,27
283802,F,27
986917,F,27
771518,F,27
753424,F,27
816641,F,27
790052,F,27
690863,F,27
478012,F,27
300225,F,27
93938,F,27
94028,F,27
854076,F,27
276594,F,27
914851,F,27
555315,F,27
77324,F,27
532718,F,27
100034,F,27
321823,F,27
501348,F,27
448448,F,27
902972,F,27
885533,F,27
537206,F,27
475226,F,27
144817,F,27
751685,F,27
551573,F,27
564212,F,27
245033,F,27
375890,F,27
256481,F,27
634161,F,27
341302,F,27
273311,F,27
804246,F,27
575587,F,27
33857,F,27
354963,F,27
103106,F,27
977546,F,27
926611,F,27
635242,F,27
241970,F,27
866354,F,27
354300,F,27
966106,F,27
258311,F,27
585561,F,27
24993,F,27
945613,F,27
625454,F,27
234251,F,27
586277,F,27
15472,F,27
911515,F,27
477811,F,27
458932,F,27
852199,F,27
830765,F,27
943160,F,27
554743,F,27
182268,F,27
670349,F,27
608794,F,27
126407,F,27
307520,F,27
758071,F,27
159398,F,27
69693,F,27
719933,F,27
586233,F,27
329181,F,27
109471,F,27
577583,F,27
264623,F,27
891528,F,27
257757,F,27
100924,F,27
249118,F,27
435591,F,27
920844,F,27
722179,F,27
929313,F,27
970165,F,27
383413,F,27
948250,F,27
108963,F,27
659498,F,27
723840,F,27
632371,F,27
844214,F,27
406083,F,27
840987,F,27
684868,F,27
933989,F,27
573936,F,27
413041,F,27
204875,F,27
958607,F,27
33026,F,27
491546,F,27
67676,F,27
586995,F,27
631087,F,27
82397,F,27
585595,F,27
772773,F,27
740558,F,27
534893,F,27
73084,F,27
394805,F,27
614145,F,27
186749,F,27
90110,F,27
421098,F,27
68210,F,27
605109,F,27
810070,F,27
172802,F,27
919586,F,27
808418,F,27
239620,F,27
136227,F,27
252357,F,27
812923,F,27
36157,F,27
133345,F,27
646182,F,27
606477,F,27
337611,F,27
26642,F,27
252699,F,27
849048,F,27
79957,F,27
999990,F,27
279687,F,27
1001,F,27
520498,F,27
782537,F,27
435157,F,27
493141,F,27
595595,F,27
998832,F,27
731314,F,27
816649,F,27
267122,F,27
799342,F,27
883460,F,27
543675,F,27
877332,F,27
630316,F,27
904570,F,27
803414,F,27
723934,F,27
101398,F,27
672306,F,27
585858,F,27
580219,F,27
580192,F,27
228232,F,27
78810,F,27
641470,F,27
49373,F,27
522530,F,27
960064,F,27
251625,F,27
85640,F,27
690462,F,27
641173,F,27
922699,F,27
794037,F,27
217137,F,27
511716,F,27
882992,F,27
360658,F,27
253052,F,27
337811,F,27
30783,F,27
33341,F,27
743152,F,27
441299,F,27
598117,F,27
775034,F,27
737147,F,27
86741,F,27
200570,F,27
840994,F,27
193471,F,27
907954,F,27
442738,F,27
909691,F,27
132621,F,27
743623,F,27
220322,F,27
661578,F,27
133094,F,27
857508,F,27
726701,F,27
143972,F,27
575944,F,27
582222,F,27
75263,F,27
412887,F,27
503469,F,27
545335,F,27
467405,F,27
683948,F,27
181612,F,27
531464,F,27
535160,F,27
236993,F,27
36611,F,27
866543,F,27
105233,F,27
463772,F,27
378571,F,27
800299,F,27
54785,F,27
171395,F,27
653734,F,27
825660,F,27
443915,F,27
556387,F,27
409862,F,27
381786,F,27
539929,F,27
604554,F,27
982860,F,27
772375,F,27
272104,F,27
600691,F,27
663653,F,27
696581,F,27
136897,F,27
497360,F,27
200361,F,27
805661,F,27
957849,F,27
523532,F,27
196388,F,27
105509,F,27
510871,F,27
647900,F,27
230142,F,27
105977,F,27
828018,F,27
595983,F,27
984909,F,27
378860,F,27
877360,F,27
243010,F,27
242694,F,27
421070,F,27
243925,F,27
69301,F,27
275605,F,27
542997,F,27
997147,F,27
728673,F,27
529626,F,27
714992,F,27
5119,F,27
403139,F,27
179931,F,27
992599,F,27
657920,F,27
847416,F,27
450424,F,27
999695,F,27
454713,F,27
795362,F,27
861959,F,27
153075,F,27
62485,F,27
553423,F,27
27169,F,27
229751,F,27
266249,F,27
598443,F,27
260751,F,27
133342,F,27
699272,F,27
228331,F,27
838864,F,27
162058,F,27
715707,F,27
582700,F,27
489567,F,27
692007,F,27
594060,F,27
805250,F,27
367397,F,27
976522,F,27
269465,F,27
271670,F,27
601607,F,27
63030,F,27
549483,F,27
463335,F,27
178825,F,27
679032,F,27
193311,F,27
44066,F,27
499677,F,27
657595,F,27
145771,F,27
760164,F,27
556519,F,27
711095,F,27
4480,F,27
546636,F,27
149918,F,27
77654,F,27
12953,F,27
287853,F,27
442535,F,27
160789,F,27
300386,F,27
536222,F,27
17862,F,27
900734,F,28
978398,F,28
378667,F,28
556258,F,28
713338,F,28
25731,F,28
941129,F,28
575238,F,28
919142,F,28
695972,F,28
87445,F,28
309617,F,28
292727,F,28
73848,F,28
427429,F,28
516909,F,28
204616,F,28
71263,F,28
727221,F,28
859158,F,28
705176,F,28
555432,F,28
121362,F,28
590412,F,28
93746,F,28
660578,F,28
839575,F,28
130688,F,28
941338,F,28
253600,F,28
75832,F,28
185642,F,28
979633,F,28
725805,F,28
566417,F,28
560633,F,28
805576,F,28
880371,F,28
689879,F,28
55665,F,28
253146,F,28
139746,F,28
448238,F,28
301280,F,28
256213,F,28
429424,F,28
304194,F,28
484541,F,28
416726,F,28
492148,F,28
348451,F,28
360041,F,28
378300,F,28
313226,F,28
325399,F,28
509168,F,28
707774,F,28
724957,F,28
696503,F,28
84204,F,28
388609,F,28
554131,F,28
526729,F,28
736881,F,28
180596,F,28
791539,F,28
577220,F,28
430310,F,28
990217,F,28
304662,F,28
423848,F,28
659897,F,28
112988,F,28
596827,F,28
232980,F,28
590260,F,28
357679,F,28
377306,F,28
964601,F,28
591881,F,28
273527,F,28
283585,F,28
881750,F,28
419127,F,28
807547,F,28
5004,F,28
541179,F,28
162857,F,28
819021,F,28
401683,F,28
913564,F,28
500918,F,28
231720,F,28
150211,F,28
722935,F,28
202023,F,28
821827,F,28
609810,F,28
532201,F,28
281944,F,28
792574,F,28
273885,F,28
898566,F,28
331599,F,28
951526,F,28
451371,F,28
893541,F,28
991773,F,28
935413,F,28
797937,F,28
59029,F,28
451417,F,28
436737,F,28
434013,F,28
606023,F,28
895394,F,28
544229,F,28
500517,F,28
798944,F,28
834378,F,28
873394,F,28
147379,F,28
929867,F,28
217774,F,28
651159,F,28
884134,F,28
576377,F,28
490684,F,28
164527,F,28
847984,F,28
589970,F,28
933344,F,28
926837,F,28
480093,F,28
587318,F,28
68374,F,28
735572,F,28
799005,F,28
394252,F,28
220077,F,28
127479,F,28
906727,F,28
750053,F,28
151386,F,28
993665,F,28
67082,F,28
809534,F,28
765268,F,28
474104,F,28
452570,F,28
373789,F,28
943845,F,28
914197,F,28
597045,F,28
524368,F,28
753689,F,28
53232,F,28
208365,F,28
585142,F,28
800987,F,28
680739,F,28
6600,F,28
353743,F,28
750145,F,28
961133,F,28
870882,F,28
557348,F,28
714085,F,28
335337,F,28
226905,F,28
896065,F,28
908628,F,28
883603,F,28
123301,F,28
480355,F,28
634095,F,28
936251,F,28
31106,F,28
205404,F,28
746698,F,28
